DATE,MGDP_logdiff_pred,MGDP_level_pred
1991-01-01,,
1991-02-01,-0.011060194400388447,517733.8
1991-03-01,-0.0055944090306095,514845.47213068104
1991-04-01,0.002307077758010454,516034.63188280107
1991-05-01,0.0038953240484574368,518048.6741211136
1991-06-01,-0.010591878463291878,512590.5225936726
1991-07-01,-0.000980262333297203,512088.29560928314
1991-08-01,-0.0005124598214029135,511825.9381623395
1991-09-01,-0.0003537193011162445,511644.9274645756
1991-10-01,0.009634956907251229,516598.4293607712
1991-11-01,0.0043568407517484125,518854.07663000305
1991-12-01,-1.5319505930958634e-05,518846.12810278276
1992-01-01,-0.7861096366951998,236393.48474895416
1992-02-01,-0.6186074194530117,127343.77324536737
1992-03-01,1.4187424412783012,526174.4157716966
1992-04-01,-6.13036841709409e-05,526142.1603301921
1992-05-01,-0.0023585157605522373,524902.7079612833
1992-06-01,-0.003681233929969177,522973.9705477118
1992-07-01,-0.0015447470347917866,522166.73170785944
1992-08-01,0.0006981745766487957,522531.42253882886
1992-09-01,-0.001799402943260442,521592.0233914313
1992-10-01,0.0001784593686836972,521685.1146808955
1992-11-01,-0.001400519246875464,520954.99602893
1992-12-01,-0.0017106380012384126,520064.59241205064
1993-01-01,-0.0024653336538521795,518784.0388147262
1993-02-01,-0.005315728967148679,516033.64013536234
1993-03-01,-8.235330908457892e-05,515991.14480733767
1993-04-01,0.00017791788543980894,516082.95702800335
1993-05-01,1.6025623106187754e-05,516091.2276452349
1993-06-01,0.00022879611249789156,516209.32082092896
1993-07-01,-0.007306717213465858,512451.271512105
1993-08-01,0.01720226270634114,521342.85129079135
1993-09-01,-0.0042751336007775635,519118.798398711
1993-10-01,-0.0004858036401985371,518866.6698441969
1993-11-01,0.0008875644014211543,519327.4018638583
1993-12-01,-0.0011025392250121925,518755.1385620183
1994-01-01,-0.012943935896395718,512083.67594230984
1994-02-01,0.039461560725345284,532695.3059021434
1994-03-01,-0.0126967989597446,525974.5371083785
1994-04-01,0.005253237476802072,528744.8765129811
1994-05-01,-0.0012128957995229113,528103.9528386282
1994-06-01,0.0017512363478191717,529029.5979513833
1994-07-01,-0.0021291573712694063,527904.4089605716
1994-08-01,0.00012676803326979683,527971.3346061766
1994-09-01,0.007760431148046741,532084.5593522663
1994-10-01,0.009465591852376365,537144.9667141591
1994-11-01,0.001693003432149353,538055.1252197089
1994-12-01,-1.1017527597843957e-05,538049.1972151736
1995-01-01,-0.007114330721037764,534234.9213797447
1995-02-01,0.005550045188216674,537208.1925971966
1995-03-01,-0.002466057738370138,535885.0383346875
1995-04-01,0.0666836166772412,572838.1831917836
1995-05-01,0.1255648465369767,649477.4526424417
1995-06-01,-0.18413695251862944,540249.5530277238
1995-07-01,-0.001589024948501449,539391.7647135548
1995-08-01,-0.008922738006099754,534600.3214998896
1995-09-01,0.01226052619518935,541195.1481568211
1995-10-01,0.0005574847013077814,541496.9402867722
1995-11-01,-0.00015382975275017848,541413.648352886
1995-12-01,-5.98770591836933e-07,541413.3241704124
1996-01-01,-0.004940000261753025,538745.3375602751
1996-02-01,-0.012280121256116832,532169.9354876804
1996-03-01,0.010142336470697033,537594.8461640814
1996-04-01,-0.002766761527200482,536109.505166177
1996-05-01,0.011424480161752605,542269.3973572375
1996-06-01,0.005181790674166568,545086.6166800066
1996-07-01,-0.0038043874736087093,543016.8356044665
1996-08-01,0.005539235179372833,546033.07969361
1996-09-01,0.001728669844750315,546977.8069382014
1996-10-01,-0.734071359445213,262522.52026267204
1996-11-01,0.8141580235123235,592585.3381915921
1996-12-01,-0.07108479289108179,551923.859155158
1997-01-01,0.005003758973786374,554692.4740825251
1997-02-01,-0.00597884424574701,551385.9486257896
1997-03-01,-0.0037798124918334837,549305.7469920625
1997-04-01,-0.001923728939097824,548250.0473956653
1997-05-01,-0.005460288061314842,545264.6023198282
1997-06-01,0.0185764726512607,555488.3619843192
1997-07-01,-0.007578493457181925,551294.5086846851
1997-08-01,0.01659486719523157,560519.4998891307
1997-09-01,-0.005487192619620608,557452.2444330043
1997-10-01,0.003367389941670943,559332.5676277787
1997-11-01,0.0007331205775496373,559742.7761905967
1997-12-01,0.0033092715066554753,561598.1853439646
1998-01-01,0.005088277110093349,564463.0349287584
1998-02-01,-0.0014057348449387377,563670.1070256454
1998-03-01,0.006113168335645366,567126.4711796903
1998-04-01,-0.0034900832662069247,565150.6025514393
1998-05-01,0.004131245686886954,567490.2079554987
1998-06-01,-0.005269007827144134,564507.9612481102
1998-07-01,-0.01237219637553226,557566.7852333407
1998-08-01,0.013712130843279057,565264.8719148017
1998-09-01,0.0032879109387173072,567126.4711796903
1998-10-01,0.0009952469551582051,567691.1830405885
1998-11-01,-0.0020107656148428054,566550.8359994097
1998-12-01,0.000758957744219158,566980.9873565893
1999-01-01,0.06305753864714635,603884.714578522
1999-02-01,-0.07068645735730611,562671.9928768906
1999-03-01,0.019425867208989818,573709.2412670662
1999-04-01,-0.0006534693250233671,573334.4623430176
1999-05-01,-0.00077103373626792,572892.5725082629
1999-06-01,0.00015577561361625392,572981.8221515601
1999-07-01,0.009169548929496875,578259.9691365685
1999-08-01,0.008118643661620333,582973.7646915436
1999-09-01,-0.0039210598673664245,580692.3653338028
1999-10-01,0.003730782527386778,582862.8485470692
1999-11-01,-7.233125263664971e-05,582820.6908717956
1999-12-01,0.0010904219636711971,583456.5579727258
2000-01-01,-0.00898253032924438,578239.1097694432
2000-02-01,0.0247236174616886,592713.4642334804
2000-03-01,-6.314942667147047e-05,592676.0358998349
2000-04-01,0.00786464862887697,597355.6021246983
2000-05-01,0.01688487733407805,607527.5122530783
2000-06-01,-0.01704739743201792,597258.5277222206
2000-07-01,0.0003952263870584704,597494.6267054729
2000-08-01,0.00019165324248595597,597609.1494620272
2000-09-01,2.1983255470289552e-05,597622.2870010337
2000-10-01,0.001655405762835496,598612.413683533
2000-11-01,-0.002564922586277758,597078.986584829
2000-12-01,-0.0033596605340596125,595076.369817823
2001-01-01,0.011929316672659595,602217.7353939044
2001-02-01,-0.03380372713135943,582200.7616193481
2001-03-01,0.043189539459129254,607896.6469482782
2001-04-01,-0.08472800142077826,558512.431797973
2001-05-01,0.070690366292613,599422.83094174
2001-06-01,0.011161787992882925,606150.9405131842
2001-07-01,-0.00023114935171396364,606010.8453083255
2001-08-01,0.00021104499866688456,606138.7543631741
2001-09-01,-9.999115255535648e-05,606078.1488805733
2001-10-01,-0.0025957394321570394,604506.9680008377
2001-11-01,-0.0013011037573730194,603720.9531677252
2001-12-01,0.000891733329618744,604259.551370748
2002-01-01,-0.0010600471476407438,603619.3471401668
2002-02-01,-0.0021055973618788054,602349.704981923
2002-03-01,-0.0010864539080489128,601695.635163626
2002-04-01,0.00045779148859334046,601971.1493633438
2002-05-01,-0.0019932373475529883,600772.4730063858
2002-06-01,0.005035183028633981,603805.1008775336
2002-07-01,0.016563411176154164,613889.4581620039
2002-08-01,-0.02068012551109561,601324.5171937182
2002-09-01,0.010959768058146817,607951.1412306151
2002-10-01,-0.0036173665738063387,605755.9319259553
2002-11-01,0.0065936749347387915,609763.2867094409
2002-12-01,-0.005611935181039105,606350.918618623
2003-01-01,-0.022231315839377392,593019.6744426575
2003-02-01,0.00470850584580764,595818.4950071188
2003-03-01,0.003995956161845614,598204.1228513179
2003-04-01,0.00018480303720981762,598314.6830057037
2003-05-01,0.0003650696491800532,598533.1494124288
2003-06-01,0.0006653934299055397,598931.5419668236
2003-07-01,-0.10454933344658433,539475.8235175387
2003-08-01,0.10636872174681287,600022.2228921113
2003-09-01,0.007247923860815069,604386.9367278168
2003-10-01,0.0007721201419934561,604853.7762601322
2003-11-01,0.0003927303005556082,605091.367317025
2003-12-01,3.799110491835046e-05,605114.3558433229
2004-01-01,-0.0006621489457801718,604713.812634791
2004-02-01,0.000840585273840487,605222.3398608855
2004-03-01,-0.0014112234880454089,604368.8382617853
2004-04-01,0.004559122227287227,607130.52030518
2004-05-01,0.0030769349106023742,609001.4983611199
2004-06-01,-0.0019954804105822665,607787.4594993609
2004-07-01,-0.15318097515434095,521466.1025921944
2004-08-01,0.11664534351949707,585982.318565003
2004-09-01,0.033299200680017155,605823.5770506772
2004-10-01,0.0008057864532802325,606311.9382131228
2004-11-01,-0.0012337683201720283,605564.3510211408
2004-12-01,-5.2417961090074316e-05,605532.6094044741
2005-01-01,0.00231575015011698,606936.4965341337
2005-02-01,-0.0013530675317689133,606115.8258034942
2005-03-01,0.000897213749852542,606659.8852887368
2005-04-01,0.0029067816668278215,608425.8785562587
2005-05-01,-0.0043987497188214715,605755.4429887398
2005-06-01,0.0069923066455286976,610005.9137779427
2005-07-01,0.008902482575106318,615460.7254526598
2005-08-01,-0.017367979401584147,604863.7070276804
2005-09-01,0.016660015041104183,615025.1553959952
2005-10-01,0.009493192141879814,620891.5085203632
2005-11-01,-0.0053948035318967455,617550.9397752676
2005-12-01,-0.0003209038041649923,617352.7971234939
2006-01-01,-0.21646706609712776,497190.66720857396
2006-02-01,-0.15099330392301014,427511.11363187386
2006-03-01,0.3785620472848871,624244.6333231045
2006-04-01,0.012654177577533869,632194.1268383969
2006-05-01,0.007745208776320418,637109.6135005422
2006-06-01,-0.0035300421142310102,634864.5546410084
2006-07-01,0.005318906752560914,638250.3363540646
2006-08-01,0.002539023960206662,639872.9282788758
2006-09-01,-9.709045300071011e-05,639810.8057422077
2006-10-01,-0.0011782601173961696,639057.3861364233
2006-11-01,0.010881520960985061,646049.2746789389
2006-12-01,0.004743936624934963,649121.3726522014
2007-01-01,0.00023840308809452057,649276.1436401976
2007-02-01,0.0006623520957286589,649706.3355081596
2007-03-01,0.00041524236553367155,649976.1771247764
2007-04-01,-0.007279260484330025,645262.0098646316
2007-05-01,0.01397620488102702,654343.6394452787
2007-06-01,-0.000116059126250238,654267.7013009598
2007-07-01,0.0020768561968502503,655627.9332449491
2007-08-01,7.584133190005427e-05,655677.6588262406
2007-09-01,0.002837579797807241,657540.8387154345
2007-10-01,0.0004331392505379667,657825.7071509105
2007-11-01,-0.0007661465648321394,657321.9092612731
2007-12-01,0.007717171216604621,662414.1987419018
2008-01-01,0.02136444045677083,676718.565761892
2008-02-01,-0.007364511166319908,671753.1706237734
2008-03-01,-0.007923525342885556,666451.5488566718
2008-04-01,0.0018710947898285184,667699.7102273789
2008-05-01,-0.0096975233070267,661255.9713775999
2008-06-01,0.004218114112608876,664051.1154965629
2008-07-01,-0.004580647231175261,661016.2876373976
2008-08-01,0.00618713059904379,665118.7599159102
2008-09-01,-0.007098519219641909,660414.1193611538
2008-10-01,-0.0032640760732490365,658261.9917006777
2008-11-01,-0.006229999694446245,654173.7677335257
2008-12-01,-0.00604632951365775,650230.3511861895
2009-01-01,-0.0353724191507649,627632.1631528036
2009-02-01,-0.013981073096079152,618918.2488807428
2009-03-01,0.0012012021427095867,619662.1415007189
2009-04-01,-0.0029761082882518958,617820.7013872446
2009-05-01,0.004729387797354797,620749.5354101557
2009-06-01,0.0009429636847304253,621335.1557453217
2009-07-01,-0.0013865834878943701,620474.2196957094
2009-08-01,0.0017388918170327416,621554.0958608256
2009-09-01,0.0056004497076422655,625044.8440712213
2009-10-01,0.015675039568553546,634919.6384391461
2009-11-01,-0.006927787735542457,630536.2510749557
2009-12-01,-0.000980515453559289,629918.3035398097
2010-01-01,0.002078675482040043,631229.0611209193
2010-02-01,-0.0020942276004311837,629908.5070519544
2010-03-01,0.007177442813714833,634445.9033113733
2010-04-01,0.008474186908363065,639845.1613292333
2010-05-01,0.014012739218794538,648874.2581617195
2010-06-01,-0.0009368150712576124,648266.6676217463
2010-07-01,-0.002123326729636805,646891.6460051376
2010-08-01,0.006331024204508686,651000.1243887878
2010-09-01,0.005395934177407295,654522.3725729777
2010-10-01,0.004444645230993875,657437.9669062733
2010-11-01,-0.0011441446640871205,656686.1929155794
2010-12-01,0.0032351259703077575,658814.0956334029
2011-01-01,-0.0008870439955320585,658229.9576620418
2011-02-01,0.012019859896068972,666189.5301746988
2011-03-01,0.0067846725629573685,670724.7756825804
2011-04-01,0.004443117988785976,673711.5153037014
2011-05-01,0.010596989082263503,680888.7904643071
2011-06-01,-0.012332532541279037,672543.2737502853
2011-07-01,0.025210522580163156,689713.9728654046
2011-08-01,-0.006034125713148911,685564.6833042966
2011-09-01,-0.01378328900037975,676180.1704435737
2011-10-01,-2.0486772276308187e-07,676180.0319160962
2011-11-01,1.5450046709109354e-07,676180.1363862351
2011-12-01,1.9743177800980253e-07,676180.269885695
2012-01-01,0.0005356938822935744,676542.5925579553
2012-02-01,9.746249333734785e-06,676549.1863428794
2012-03-01,0.001603508896272551,677634.9092324645
2012-04-01,0.001437088580551784,678609.4306914187
2012-05-01,-0.001446162058426468,677628.7607550025
2012-06-01,0.0009748012215416728,678289.6361574808
2012-07-01,-0.029414111166567017,658628.9181695083
2012-08-01,0.0018191674408096626,659828.1649376258
2012-09-01,0.029737363331495154,679744.3749463715
2012-10-01,-0.0038508676920675808,677131.8028572762
2012-11-01,-0.0013157853397251459,676241.4286571327
2012-12-01,0.0018439358939904267,677489.5248514853
2013-01-01,0.007768226013572324,682772.9113034466
2013-02-01,-0.004396876358541593,679777.433430249
2013-03-01,-0.008943359846976594,673725.0439168853
2013-04-01,0.002865657103046363,675658.4778306886
2013-05-01,-0.005922067136518623,671669.007578466
2013-06-01,0.015076342571775285,681872.0385684323
2013-07-01,-0.23287199734625574,540216.516760586
2013-08-01,0.334453135220801,754777.6113691644
2013-09-01,-0.0965797920143763,685290.858690249
2013-10-01,-0.00039786568228689534,685018.2592077769
2013-11-01,0.001312154776964216,685917.6991620695
2013-12-01,0.0002525797963133928,686090.9699962464
2014-01-01,0.03147369924360178,708028.2028977056
2014-02-01,-0.010801577666499768,700421.5372272943
2014-03-01,-0.010283478750276617,693255.6753760264
2014-04-01,7.914051421322502e-05,693310.542157721
2014-05-01,0.00024381887569210138,693479.6049641295
2014-06-01,-8.15331179136583e-06,693473.9508317392
2014-07-01,0.022971184847450782,709588.2427456762
2014-08-01,-0.04199193064960809,680408.2130484899
2014-09-01,0.024147077467923012,697038.0558924163
2014-10-01,0.001158676545064564,697846.1656172788
2014-11-01,0.00033274346244908443,698078.408003108
2014-12-01,0.005890229317118275,702202.3835650851
2015-01-01,-0.0034673195885131856,699771.8396567624
2015-02-01,0.0011943916759837696,700608.1406531904
2015-03-01,1.7581214351797745e-05,700620.4583033673
2015-04-01,0.006306205403380784,705052.6753704062
2015-05-01,0.002298693337002248,706675.2394316462
2015-06-01,-0.0024982627241345303,704911.9824795505
2015-07-01,-0.006166475715810688,700578.5346399974
2015-08-01,0.011121342839573554,708413.3950401663
2015-09-01,-0.00032214588335594387,708185.2193361451
2015-10-01,0.010312369554752997,715526.0727727775
2015-11-01,-0.011762056481123898,707159.3162810169
2015-12-01,0.006061184764488884,711458.5556348618
2016-01-01,0.026345293124870228,730451.2250360197
2016-02-01,-9.704104744757733e-05,730380.3447232384
2016-03-01,-0.016607680843826134,718350.5907187151
2016-04-01,0.002653162077394741,720259.0218333178
2016-05-01,-0.006669399764568786,715471.3098121831
2016-06-01,0.007251258028664414,720678.2324462133
2016-07-01,0.39441329030470734,1069135.9185256073
2016-08-01,-0.446421580291572,684154.9781072093
2016-09-01,0.05503163765782575,722860.3903506093
2016-10-01,-0.001537429295873625,721749.8974805316
2016-11-01,0.0007757425289991301,722310.0067935272
2016-12-01,0.004778422204295699,725769.7684862706
2017-01-01,0.008223418103664795,731762.6840925369
2017-02-01,0.005774428840045834,736000.4191140359
2017-03-01,-0.0020924239386125145,734462.0042875535
2017-04-01,0.008743602223335936,740912.0049290343
2017-05-01,0.0006237137698141473,741374.2660930702
2017-06-01,-0.0006897309533054675,740863.0936197652
2017-07-01,0.0026267103563342095,742811.6844518858
2017-08-01,0.007143160766999293,748136.7038259753
2017-09-01,-0.0028229632223176824,746027.7196187977
2017-10-01,-0.010920626742883644,737924.953522945
2017-11-01,0.024594340950835816,756298.7509907527
2017-12-01,-0.004163658881466874,753156.3275086357
2018-01-01,-0.0031035605444560983,750822.4847312674
2018-02-01,-0.010412382142058346,743045.1944249468
2018-03-01,0.00865069466159239,749500.9345808321
2018-04-01,-0.0035833356651672733,746820.027314819
2018-05-01,0.01456321982857988,757775.7129445602
2018-06-01,-0.0037275429995978155,754956.3293418253
2018-07-01,-0.008559651173790964,748521.7446983933
2018-08-01,0.00471122751768046,752056.5209691597
2018-09-01,-0.0034039175077042877,749500.9345808319
2018-10-01,0.0012360742754836383,750427.9462151051
2018-11-01,0.010738828758004389,758530.0893253518
2018-12-01,-0.0056864192712705606,754229.0096684395
2019-01-01,-0.0038081901123342,751362.2243078006
2019-02-01,-0.005204050949703041,747462.2536354886
2019-03-01,0.014590093007261553,758447.742212012
2019-04-01,0.00046966184460961853,758804.0398408106
2019-05-01,-0.00017389183361391658,758672.1014868027
2019-06-01,0.00037543274960602816,758956.9853139262
2019-07-01,0.0009908354243577096,759709.3594584625
2019-08-01,-0.0009207261832939749,759010.1970774629
2019-09-01,0.0026098136989776443,760993.6593952224
2019-10-01,-7.933440897347687e-05,760933.2888077858
2019-11-01,2.774133352059284e-05,760954.3984047405
2019-12-01,-0.0003307015766934581,760702.7911911404
2020-01-01,0.011136337116036722,769221.5799304829
2020-02-01,0.0026719139627251463,771279.6220416703
2020-03-01,-0.03607157235096063,743954.1525105911
2020-04-01,1.2651661876542397,2636336.6439574347
2020-05-01,-0.6867804650235141,1326587.497522459
2020-06-01,-0.67156674342611,677763.4878949869
2020-07-01,0.0441817652554564,708379.6327415844
2020-08-01,-0.009520922142658319,701667.210341874
2020-09-01,0.0487936658879827,736753.1507566259
2020-10-01,0.008211787800170307,742828.1203342993
2020-11-01,0.00298110894928812,745045.8759347101
2020-12-01,9.669771691602641e-05,745117.9236532794
2021-01-01,-0.017685226232269494,732056.1849443212
2021-02-01,-0.29500558387151565,545035.9100718425
2021-03-01,0.30150082108923143,736826.5390419635
2021-04-01,0.001775637680818493,738136.0382629345
2021-05-01,0.011447406891543117,746634.3307367938
2021-06-01,0.011927004163995569,755592.7589165667
2021-07-01,-0.00017260623995495937,755462.3501465204
2021-08-01,0.0004841973088064474,755828.2315556144
2021-09-01,7.342008096344092e-05,755883.7265627687
2021-10-01,0.004184122922873042,759053.0628125676
2021-11-01,0.0008006517369029731,759661.0433235576
2021-12-01,0.0011549366876592803,760538.910575645
2022-01-01,-5.307385821123647e-05,760498.5469124782
2022-02-01,0.00013179593590180504,760598.7841355046
2022-03-01,0.0017369531453217235,761921.0566161668
2022-04-01,-6.942440273698642e-05,761868.1625379696
2022-05-01,-7.45767281511457e-05,761811.3470217091
2022-06-01,-4.6829995369374734e-05,761775.6722351874
2022-07-01,-0.005253108518935423,757784.4742380884
2022-08-01,0.00016822617204498384,757911.9641426931
2022-09-01,0.010987412613775803,766285.3724249606
2022-10-01,-0.0019504573395444794,764792.2221324663
2022-11-01,0.0025349565487510235,766733.3965412852
2022-12-01,-0.005723532052035228,762357.5080854702
2023-01-01,0.0016442077128666643,763612.0132311232
2023-02-01,0.0020572598141134868,765184.5785726259
2023-03-01,-0.002247463863717725,763466.784945822
2023-04-01,0.0003420389427797676,763727.9649821178
2023-05-01,0.0007764664646155734,764321.2044204747
2023-06-01,-0.0026441233444701824,762302.9143610114
2023-07-01,0.0011195843201836557,763156.8546910632
2023-08-01,-0.0006009070011985213,762698.4061503307
2023-09-01,0.0013879817061159864,763757.7525920233
2023-10-01,-0.000668723674603618,763247.180436074
2023-11-01,-0.0006825790512100613,762726.3816632
2023-12-01,-0.002369859803554593,760920.967204732
